epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
180,1261.83,0.56569,0.44142,1.02285,0.87501,0.7,0.87194,0.66869,1.28111,1.13514,2.12042,0.000162835,0.000162835,0.000162835
181,1270.11,0.53365,0.44275,1.01241,0.85627,0.7,0.90611,0.67175,1.30864,1.08289,2.24422,0.000155761,0.000155761,0.000155761
182,1276.44,0.50898,0.41899,1.00682,0.84645,0.7,0.89917,0.70461,1.31794,1.07388,2.25463,0.000148687,0.000148687,0.000148687
183,1282.02,0.50911,0.43289,1.00395,0.80936,0.7,0.92444,0.72087,1.2744,1.04162,2.14847,0.000141614,0.000141614,0.000141614
184,1290.85,0.50911,0.43193,1.00624,0.77975,0.7,0.90527,0.71825,1.26065,1.04894,2.10433,0.00013454,0.00013454,0.00013454
185,1296.51,0.4958,0.40554,0.99964,0.8178,0.7,0.89779,0.66537,1.30525,1.077,2.17022,0.000127467,0.000127467,0.000127467
186,1302.52,0.51563,0.46468,1.031,0.92071,0.73766,0.91495,0.67261,1.28102,1.0698,2.15195,0.000120393,0.000120393,0.000120393
187,1311.7,0.50206,0.41069,0.99884,0.92488,0.73271,0.92893,0.67286,1.26834,1.11007,2.13256,0.00011332,0.00011332,0.00011332
188,1317.43,0.50321,0.43046,0.99414,0.89363,0.76131,0.9132,0.71878,1.2509,1.1549,2.10351,0.000106246,0.000106246,0.000106246
189,1323.63,0.49861,0.41622,0.99887,0.89884,0.75373,0.89871,0.7003,1.24717,1.15793,2.11385,9.91726e-05,9.91726e-05,9.91726e-05
190,1332.6,0.51104,0.40732,0.99681,0.90496,0.74482,0.86257,0.67269,1.25591,1.17985,2.14564,9.20991e-05,9.20991e-05,9.20991e-05
191,1340.42,0.46952,0.39929,0.99495,0.9175,0.7301,0.8767,0.68053,1.26594,1.16809,2.18418,8.50255e-05,8.50255e-05,8.50255e-05
192,1348.86,0.49691,0.44409,1.00804,0.91487,0.73598,0.86682,0.66622,1.28212,1.14664,2.22928,7.7952e-05,7.7952e-05,7.7952e-05
193,1355.17,0.42973,0.34902,0.97808,0.90539,0.74197,0.86093,0.6561,1.29328,1.0987,2.24338,7.08784e-05,7.08784e-05,7.08784e-05
194,1360.48,0.41015,0.32152,0.92778,0.93758,0.71143,0.86018,0.66004,1.27315,1.06627,2.21251,6.38049e-05,6.38049e-05,6.38049e-05
195,1369.48,0.42153,0.33809,0.9423,0.90619,0.7,0.83596,0.65687,1.26145,1.06107,2.21799,5.67313e-05,5.67313e-05,5.67313e-05
196,1375.22,0.38666,0.31049,0.91408,0.9226,0.72993,0.86374,0.6363,1.2822,1.0742,2.23148,4.96578e-05,4.96578e-05,4.96578e-05
197,1380.68,0.37809,0.32133,0.93456,0.9202,0.73488,0.86909,0.63621,1.30555,1.10988,2.25403,4.25842e-05,4.25842e-05,4.25842e-05
198,1389.51,0.41709,0.39749,0.93344,0.92845,0.72592,0.86906,0.6355,1.29298,1.10248,2.24177,3.55107e-05,3.55107e-05,3.55107e-05
199,1394.89,0.40116,0.31736,0.93097,0.89509,0.7,0.85228,0.63248,1.2928,1.10141,2.22991,2.84371e-05,2.84371e-05,2.84371e-05
200,1401.53,0.40443,0.31856,0.93351,0.88935,0.7,0.86188,0.6363,1.27462,1.09143,2.19709,2.13636e-05,2.13636e-05,2.13636e-05
